,Rooms,Price,Distance,Postcode,Bathroom,Car,Landsize,Propertycount,Distancia_NEW,Longtitude,Lattitude,Location_TRA
0,2.0,1480000.0,2.5,3067.0,1.0,1.0,202.0,4019.0,5.74437985816925,144.9984,-37.7996,3.835977100286776
1,2.0,1035000.0,2.5,3067.0,1.0,0.0,156.0,4019.0,5.298424573620166,144.9934,-37.8079,3.835002737523111
2,3.0,1465000.0,2.5,3067.0,2.0,0.0,134.0,4019.0,5.125216355675252,144.9944,-37.8093,3.834887183841013
3,3.0,1465000.0,2.5,3067.0,2.0,0.0,134.0,4019.0,9.827458033621989,144.9634,-37.7745,3.8375994387748347
4,3.0,1465000.0,2.5,3067.0,2.0,0.0,134.0,4019.0,5.085926345981588,145.0916,-37.8509,3.8332404249304504
5,3.0,1465000.0,2.5,3067.0,2.0,0.0,134.0,4019.0,19.298740023071023,144.8329,-37.7749,3.8341041273438177
6,3.0,1465000.0,2.5,3067.0,2.0,0.0,134.0,4019.0,7.0226195356972125,145.1116,-37.8255,3.8363432076244868
7,3.0,1465000.0,2.5,3067.0,2.0,0.0,134.0,4019.0,8.495643599004904,145.0559,-37.91725,3.8255912546400386
8,3.0,850000.0,2.5,3067.0,2.0,1.0,94.0,4019.0,6.067093782266876,144.9969,-37.7969,3.8362114353293526
9,4.0,1600000.0,2.5,3067.0,1.0,2.0,120.0,4019.0,5.313382904089238,144.9941,-37.8072,3.8350922575594066
10,2.0,941000.0,2.5,3067.0,1.0,0.0,181.0,4019.0,5.505113283325984,144.9953,-37.8041,3.8354384841855778
11,3.0,1876000.0,2.5,3067.0,2.0,0.0,245.0,4019.0,5.443242594322199,144.9993,-37.8024,3.8357167798869916
12,2.0,1636000.0,2.5,3067.0,1.0,2.0,256.0,4019.0,5.337487187185163,144.9954,-37.806,3.8352483732740836
13,3.0,1000000.0,2.5,3067.0,2.0,1.0,297.1392312225664,4019.0,4.383625957318145,144.99924377500918,-37.807751785217796,3.8351566915854347
14,2.0,745000.0,2.5,3067.0,1.0,1.0,219.34264815843358,4019.0,4.251946168235918,144.9991778765932,-37.80775177539647,3.8351566823476193
15,1.0,300000.0,2.5,3067.0,1.0,1.0,0.0,4019.0,5.689907839626747,144.9973,-37.8008,3.8358262258999805
16,2.0,1097000.0,2.5,3067.0,1.0,2.0,220.0,4019.0,5.591050136824183,144.9989,-37.801,3.8358482579825925
17,2.0,542000.0,2.5,3067.0,1.0,1.0,163.15178256380364,4019.0,4.515145565721468,144.99918217841554,-37.807751558954045,3.8351566900194456
18,2.0,760000.0,2.5,3067.0,1.0,1.0,223.4946825619852,4019.0,4.232497936895015,144.9991775587245,-37.80775179138974,3.835156681780736
19,1.0,481000.0,2.5,3067.0,1.0,1.0,139.05484445218076,4019.0,4.131935317958778,144.99911216889836,-37.80775175597916,3.8351566734499345
20,2.0,700000.0,2.5,3067.0,2.0,1.0,0.0,4019.0,4.287578157882821,145.0067,-37.811,3.8350400677051653
21,3.0,1350000.0,2.5,3067.0,2.0,2.0,214.0,4019.0,5.07055622792678,144.9964,-37.8085,3.8350212253858253
22,2.0,750000.0,2.5,3067.0,2.0,1.0,0.0,4019.0,5.1229614389987965,144.9965,-37.8078,3.835094874602595
23,1.0,500000.0,2.5,3067.0,1.0,1.0,144.31408803001455,4019.0,4.107300891593695,144.99911176626472,-37.80775177623731,3.8351566727318818
